Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,74.870003,75.080002,74.599998,74.809998,70.608360,7677300
2019-07-29,74.879997,75.379997,74.699997,75.339996,71.108589,7091900
2019-07-30,75.059998,75.559998,74.889999,75.349998,71.118027,6961200
2019-07-31,75.040001,75.660004,74.260002,74.360001,70.183624,13104600
2019-08-01,73.739998,74.269997,72.269997,72.459999,68.390350,17132800
2019-08-02,72.610001,73.260002,71.180000,71.750000,67.720222,21376700
2019-08-05,70.779999,70.919998,69.610001,70.279999,66.332779,19080900
2019-08-06,70.290001,71.010002,70.279999,70.959999,66.974586,12282400
2019-08-07,69.860001,70.879997,69.400002,70.500000,66.540421,15231100
2019-08-08,70.849998,72.410004,70.620003,72.379997,68.314835,14304100
2019-08-09,72.129997,72.250000,70.470001,70.839996,66.861328,13686600
2019-08-12,70.059998,70.160004,69.330002,69.629997,66.536430,8668400
2019-08-13,69.269997,70.620003,68.919998,70.489998,67.358223,12403300
2019-08-14,69.070000,69.089996,67.650002,67.650002,64.644409,18114400
2019-08-15,67.459999,67.559998,66.529999,67.250000,64.262177,12874400
2019-08-16,67.779999,68.459999,67.269997,68.300003,65.265526,12649000
2019-08-19,68.970001,69.650002,68.860001,69.449997,66.364426,10032800
2019-08-20,69.300003,69.300003,68.709999,69.029999,65.963089,9743500
2019-08-21,69.959999,69.980003,69.370003,69.720001,66.622437,10134200
2019-08-22,69.910004,69.959999,69.250000,69.570000,66.479095,8972000
2019-08-23,68.820000,69.529999,67.029999,67.489998,64.491508,15371900
2019-08-26,68.120003,68.260002,67.529999,67.849998,64.835518,7343900
2019-08-27,68.129997,68.440002,66.970001,67.190002,64.204842,9490900
2019-08-28,67.529999,67.980003,67.160004,67.680000,64.673065,9647400
2019-08-29,68.300003,68.669998,68.089996,68.430000,65.389748,9004100
2019-08-30,68.610001,69.080002,68.059998,68.480003,65.437531,9180800
2019-09-03,67.889999,68.680000,67.629997,68.559998,65.513969,9849700
2019-09-04,69.500000,69.610001,69.089996,69.290001,66.211540,6959200
2019-09-05,69.839996,70.550003,69.699997,70.269997,67.147995,9901500
2019-09-06,70.349998,70.949997,70.120003,70.930000,67.778671,10418500
2019-09-09,71.160004,72.070000,70.980003,71.489998,68.313789,12840200
2019-09-10,72.139999,72.849998,71.620003,72.070000,68.868027,13810800
2019-09-11,72.779999,72.839996,71.550003,71.930000,68.734245,10525700
2019-09-12,70.980003,72.160004,70.699997,71.980003,68.782021,9100700
2019-09-13,72.260002,72.720001,72.059998,72.639999,69.412697,7337200
2019-09-16,75.040001,75.180000,73.599998,73.730003,70.454277,19830200
2019-09-17,73.820000,74.080002,72.629997,73.169998,69.919151,14452200
2019-09-18,72.650002,72.970001,72.330002,72.820000,69.584702,7292200
2019-09-19,72.970001,73.190002,72.190002,72.330002,69.116470,8050200
2019-09-20,72.489998,72.500000,71.860001,72.080002,68.877579,19736600
2019-09-23,71.519997,72.360001,71.459999,72.129997,68.925354,7495200
2019-09-24,71.809998,71.870003,70.820000,71.139999,67.979347,13307100
2019-09-25,70.980003,71.470001,70.820000,71.349998,68.180008,8035200
2019-09-26,71.220001,71.349998,70.680000,70.970001,67.816902,8420200
2019-09-27,70.699997,71.669998,70.629997,71.480003,68.304245,8224000
2019-09-30,71.239998,71.449997,70.580002,70.610001,67.472893,9768900
2019-10-01,70.830002,70.910004,68.910004,68.949997,65.886642,10279100
2019-10-02,68.269997,68.589996,67.010002,67.150002,64.166611,14503700
2019-10-03,67.000000,68.000000,66.309998,67.980003,64.959740,10788400
2019-10-04,68.110001,69.070000,67.820000,68.970001,65.905754,10534800
2019-10-07,68.699997,69.029999,68.019997,68.019997,64.997963,10993000
2019-10-08,67.540001,67.919998,66.639999,66.699997,63.736599,9748700
2019-10-09,67.300003,67.699997,67.199997,67.440002,64.443733,8580900
2019-10-10,67.430000,68.360001,67.379997,68.250000,65.217751,7100100
2019-10-11,68.980003,69.489998,68.889999,68.980003,65.915321,10101900
2019-10-14,68.599998,69.370003,68.589996,69.180000,66.106430,6234600
2019-10-15,69.059998,70.000000,69.010002,69.419998,66.335754,6645700
2019-10-16,69.209999,69.529999,68.209999,68.230003,65.198639,9765800
2019-10-17,68.480003,68.879997,68.080002,68.139999,65.112633,9757200
2019-10-18,67.870003,68.150002,67.610001,67.610001,64.606178,13472700
2019-10-21,67.820000,68.769997,67.820000,68.739998,65.685974,10199300
2019-10-22,68.779999,69.760002,68.650002,69.089996,66.020424,9536000
2019-10-23,68.959999,69.760002,68.779999,69.750000,66.651100,8641800
2019-10-24,69.959999,70.050003,69.019997,69.089996,66.020424,9003600
2019-10-25,68.900002,69.480003,68.900002,69.250000,66.173317,7607200
2019-10-28,69.459999,69.669998,68.580002,68.639999,65.590408,11209600
2019-10-29,68.480003,69.029999,68.239998,68.440002,65.399300,13894400
2019-10-30,68.370003,68.370003,67.269997,67.720001,64.711296,12840600
2019-10-31,67.459999,67.720001,67.139999,67.570000,64.567955,16169100
2019-11-01,68.389999,69.610001,68.309998,69.599998,66.507759,14108700
2019-11-04,70.070000,71.870003,69.940002,71.669998,68.485794,15858200
2019-11-05,72.040001,73.120003,71.849998,73.089996,69.842705,14930400
2019-11-06,72.730003,72.870003,71.199997,71.489998,68.313789,13996500
2019-11-07,72.029999,73.029999,72.000000,73.010002,69.766266,13073800
2019-11-08,71.610001,71.800003,70.660004,70.769997,68.441338,12106000
2019-11-11,70.209999,70.610001,69.970001,70.339996,68.025490,8674000
2019-11-12,70.269997,70.410004,68.980003,69.370003,67.087410,13918600
2019-11-13,69.019997,69.150002,68.599998,68.800003,66.536171,11773700
2019-11-14,68.860001,68.970001,68.180000,68.500000,66.246033,11279800
2019-11-15,68.709999,69.300003,68.669998,69.190002,66.913330,11252800
2019-11-18,68.699997,68.820000,68.300003,68.519997,66.265373,10095600
2019-11-19,68.400002,68.559998,67.779999,67.820000,65.588417,12605500
2019-11-20,67.669998,68.540001,67.320000,68.029999,65.791496,16930700
2019-11-21,68.019997,69.750000,67.919998,69.669998,67.377541,14080500
2019-11-22,69.709999,70.180000,69.330002,69.370003,67.087410,12143600
2019-11-25,69.370003,69.440002,68.709999,68.910004,66.642548,10670000
2019-11-26,68.919998,69.040001,68.440002,68.739998,66.478134,15457000
2019-11-27,68.760002,69.089996,68.410004,68.699997,66.439453,8393900
2019-11-29,68.330002,68.529999,68.000000,68.129997,65.888206,7980800
2019-12-02,68.500000,68.879997,68.370003,68.419998,66.168663,11116900
2019-12-03,68.000000,68.250000,67.519997,67.879997,65.646431,12245800
2019-12-04,68.250000,68.760002,68.139999,68.650002,66.391106,11049700
2019-12-05,68.889999,68.970001,68.209999,68.410004,66.158997,13109000
2019-12-06,68.760002,69.870003,68.760002,69.510002,67.222801,13710800
2019-12-09,69.080002,69.970001,69.019997,69.660004,67.367867,12397700
2019-12-10,69.660004,70.150002,68.699997,69.059998,66.787605,14281800
2019-12-11,68.739998,69.760002,68.669998,68.959999,66.690903,13748400
2019-12-12,68.959999,70.379997,68.900002,70.339996,68.025490,17068500
2019-12-13,70.480003,70.540001,69.120003,69.230003,66.952019,12274500
2019-12-16,69.699997,70.250000,69.699997,70.000000,67.696678,15208700
2019-12-17,69.980003,70.379997,69.309998,69.680000,67.387207,14450700
2019-12-18,69.629997,70.290001,69.279999,69.870003,67.570961,13652300
2019-12-19,69.989998,70.050003,69.239998,69.389999,67.106750,13273200
2019-12-20,69.860001,70.230003,69.389999,69.940002,67.638657,35092000
2019-12-23,69.860001,70.300003,69.529999,70.290001,67.977135,14172500
2019-12-24,70.349998,70.500000,69.910004,70.019997,67.716011,3979400
2019-12-26,70.190002,70.500000,70.010002,70.129997,67.822395,8840200
2019-12-27,70.199997,70.309998,69.879997,69.889999,67.590294,10516100
2019-12-30,70.089996,70.440002,69.400002,69.480003,67.193794,12689400
2019-12-31,69.019997,69.800003,69.010002,69.779999,67.483917,13151800
2020-01-02,70.239998,71.019997,70.239998,70.900002,68.567070,12456400
2020-01-03,71.339996,71.370003,70.160004,70.330002,68.015823,17386900
2020-01-06,70.320000,71.360001,70.230003,70.870003,68.538055,20081900
2020-01-07,70.500000,70.519997,69.510002,70.290001,67.977135,17387700
2020-01-08,70.110001,70.290001,69.169998,69.230003,66.952019,15137700
2020-01-09,69.139999,69.900002,68.629997,69.760002,67.464577,14811800
2020-01-10,69.930000,69.959999,69.120003,69.139999,66.864975,11995600
2020-01-13,69.199997,69.870003,69.110001,69.800003,67.503258,9953900
2020-01-14,69.379997,69.580002,68.889999,69.199997,66.923004,16261000
2020-01-15,69.199997,69.589996,68.889999,69.089996,66.816620,11390300
2020-01-16,69.300003,69.580002,68.800003,68.820000,66.555504,13340300
2020-01-17,68.750000,69.080002,68.290001,68.559998,66.304062,18144100
2020-01-21,68.379997,68.419998,67.510002,67.580002,65.356308,17982600
2020-01-22,67.559998,67.699997,67.000000,67.190002,64.979141,17033100
2020-01-23,66.709999,66.930000,66.050003,66.769997,64.572952,19605900
2020-01-24,66.540001,66.680000,66.040001,66.320000,64.137764,18236500
2020-01-27,65.419998,65.730003,64.699997,64.739998,62.609753,21231000
2020-01-28,65.110001,65.199997,64.629997,64.650002,62.522717,19664700
2020-01-29,65.029999,65.129997,63.900002,64.110001,62.000488,14202800
2020-01-30,63.779999,64.879997,63.430000,64.790001,62.658112,18544700
2020-01-31,63.200001,63.200001,61.860001,62.119999,60.075966,34282900
2020-02-03,61.380001,61.419998,60.369999,60.730000,58.731701,27397300
2020-02-04,61.450001,61.910000,59.889999,59.970001,57.996712,31922100
2020-02-05,60.750000,62.930000,60.599998,62.730000,60.665894,32099200
2020-02-06,62.930000,63.009998,61.779999,61.880001,59.843864,16055400
2020-02-07,61.410000,61.660000,61.060001,61.470001,59.447357,15112500
2020-02-10,60.480000,60.520000,59.619999,59.959999,58.819527,20934500
2020-02-11,60.580002,60.889999,60.169998,60.529999,59.378685,14908700
2020-02-12,61.340000,61.529999,60.560001,61.270000,60.104610,17862100
2020-02-13,61.060001,61.419998,60.560001,60.930000,59.771076,16949400
2020-02-14,61.150002,61.160000,60.279999,60.650002,59.496407,10855300
2020-02-18,60.150002,60.389999,59.450001,59.880001,58.741051,18948500
2020-02-19,60.110001,60.619999,59.830002,60.340000,59.192299,12804900
2020-02-20,60.230000,60.540001,59.720001,59.860001,58.721432,14817200
2020-02-21,59.509998,59.509998,58.790001,59.130001,58.005314,20315700
2020-02-24,57.619999,57.799999,56.360001,56.360001,55.288002,32096600
2020-02-25,56.750000,56.750000,53.970001,54.200001,53.169086,36414500
2020-02-26,54.549999,54.820000,52.930000,53.009998,52.001720,29801000
2020-02-27,51.709999,52.439999,49.799999,49.820000,48.872395,48104600
2020-02-28,48.770000,51.439999,48.009998,51.439999,50.461582,62468400
2020-03-02,52.590000,53.889999,51.130001,53.880001,52.855175,38127600
2020-03-03,53.950001,54.150002,50.980000,51.299999,50.324245,50580700
2020-03-04,52.230000,52.480000,51.119999,52.419998,51.422939,24079600
2020-03-05,50.419998,50.700001,49.040001,50.110001,49.156879,40788200
2020-03-06,48.840000,49.009998,47.200001,47.689999,46.782909,55640500
2020-03-09,41.709999,44.570000,40.799999,41.860001,41.063801,72896300
2020-03-10,46.169998,46.259998,41.450001,43.410000,42.584316,60445900
2020-03-11,42.389999,43.480000,41.750000,41.980000,41.181515,51986100
2020-03-12,39.900002,40.650002,37.000000,37.180000,36.472816,65725300
2020-03-13,40.009998,40.139999,35.000000,38.119999,37.394936,79891500
2020-03-16,34.400002,37.880001,33.250000,34.490002,33.833984,48924700
2020-03-17,35.209999,37.380001,34.200001,36.810001,36.109856,41204400
2020-03-18,34.549999,36.709999,31.230000,33.119999,32.490040,54036400
2020-03-19,33.730000,34.900002,32.349998,34.430000,33.775124,49412400
2020-03-20,34.840000,35.180000,31.559999,32.740002,32.117268,76534600
2020-03-23,32.529999,32.700001,30.110001,31.450001,30.851805,56952500
2020-03-24,34.419998,36.169998,33.330002,35.439999,34.765911,61835600
2020-03-25,36.509998,38.590000,35.180000,37.290001,36.580723,56607700
2020-03-26,37.500000,39.560001,36.720001,38.820000,38.081623,46722000
2020-03-27,37.130001,37.680000,36.200001,36.950001,36.247192,51558600
2020-03-30,36.230000,38.150002,35.860001,37.500000,36.786728,45835000
2020-03-31,38.340000,39.450001,37.369999,37.970001,37.247791,41491600
2020-04-01,36.860001,38.700001,36.340000,37.529999,36.816158,36045900
2020-04-02,38.740002,41.959999,37.900002,40.400002,39.631573,62000200
2020-04-03,41.450001,42.180000,38.520000,39.209999,38.464203,48425700
2020-04-06,39.880001,40.830002,39.230000,40.470001,39.700241,41301900
2020-04-07,42.900002,43.320000,41.160000,41.240002,40.455593,48921800
2020-04-08,41.950001,44.040001,41.470001,43.849998,43.015945,33355600
2020-04-09,45.459999,46.709999,41.740002,43.130001,42.309643,60208100
2020-04-13,44.450001,44.689999,41.970001,42.759998,41.946678,29651900
2020-04-14,43.000000,43.750000,41.910000,42.430000,41.622959,30769000
2020-04-15,41.000000,41.060001,39.380001,40.480000,39.710049,33125000
2020-04-16,40.480000,40.480000,38.930000,39.150002,38.405346,30934000
2020-04-17,39.880001,43.320000,39.869999,43.220001,42.397934,40829100
2020-04-20,40.750000,42.740002,40.540001,41.180000,40.396732,39260800
2020-04-21,40.400002,42.130001,39.630001,40.959999,40.180916,44381600
