Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,125.239998,125.250000,123.300003,123.720001,118.130997,6971700
2019-07-29,123.480003,124.639999,123.379997,124.230003,118.617958,4377500
2019-07-30,124.099998,124.750000,123.379997,124.339996,118.722984,3871700
2019-07-31,123.709999,124.690002,122.480003,123.110001,117.548546,7199500
2019-08-01,122.000000,123.750000,120.309998,120.739998,115.285614,7928400
2019-08-02,121.779999,122.540001,117.830002,120.730003,115.276062,9026200
2019-08-05,119.190002,120.550003,117.449997,118.739998,113.375961,8620300
2019-08-06,118.720001,119.529999,117.650002,119.379997,113.987045,6788000
2019-08-07,117.550003,119.800003,116.949997,119.099998,113.719696,6853700
2019-08-08,119.489998,123.330002,119.419998,123.230003,117.663132,8868100
2019-08-09,123.110001,123.889999,121.889999,122.419998,116.889717,5051700
2019-08-12,123.010002,123.139999,120.910004,121.550003,116.059029,3251600
2019-08-13,121.010002,122.699997,120.300003,122.389999,116.861069,5806400
2019-08-14,120.019997,120.589996,117.680000,117.739998,112.421127,7175600
2019-08-15,117.239998,117.839996,115.459999,116.949997,111.666824,6272600
2019-08-16,116.400002,116.650002,115.360001,115.809998,111.715057,6239100
2019-08-19,117.129997,117.820000,116.959999,117.309998,113.162018,6443700
2019-08-20,117.129997,117.190002,115.660004,116.129997,112.023735,5150900
2019-08-21,117.790001,118.220001,117.330002,117.879997,113.711853,4578400
2019-08-22,118.660004,118.739998,117.449997,117.730003,113.567177,4362100
2019-08-23,116.480003,118.059998,114.349998,115.180000,111.107330,7653400
2019-08-26,115.919998,116.220001,115.190002,115.739998,111.647522,3966400
2019-08-27,116.269997,117.029999,115.040001,115.830002,111.734352,4237100
2019-08-28,116.410004,117.199997,115.879997,116.830002,112.698990,4153500
2019-08-29,117.190002,117.839996,116.580002,117.519997,113.364586,4467300
2019-08-30,117.980003,118.980003,117.230003,117.720001,113.557518,4881100
2019-09-03,115.769997,116.330002,114.550003,116.269997,112.158783,5672500
2019-09-04,117.480003,118.540001,117.169998,117.250000,113.104141,4595600
2019-09-05,118.010002,119.070000,117.260002,117.639999,113.480354,5394300
2019-09-06,117.500000,118.440002,117.389999,118.260002,114.078430,4578200
2019-09-09,118.739998,119.629997,118.580002,119.389999,115.168465,5048000
2019-09-10,120.230003,123.290001,119.910004,121.849998,117.541489,8728800
2019-09-11,122.209999,122.980003,120.370003,121.279999,116.991638,5509500
2019-09-12,120.040001,122.180000,119.559998,121.419998,117.126686,5818300
2019-09-13,122.250000,122.320000,121.239998,121.500000,117.203865,4885400
2019-09-16,124.860001,125.269997,122.970001,124.120003,119.731224,10683900
2019-09-17,124.120003,124.620003,122.559998,123.889999,119.509354,7246500
2019-09-18,123.550003,124.209999,123.019997,124.180000,119.789093,4801500
2019-09-19,124.769997,124.970001,123.419998,123.660004,119.287491,4034500
2019-09-20,124.000000,124.820000,123.669998,124.320000,119.924141,10420700
2019-09-23,123.550003,125.000000,123.550003,124.900002,120.483643,4705500
2019-09-24,124.669998,124.720001,123.220001,123.739998,119.364655,6232100
2019-09-25,123.480003,124.150002,122.910004,123.510002,119.142792,3762500
