Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,53.860001,53.869999,53.389999,53.630001,50.099640,818700
2019-07-29,53.939999,53.939999,53.580002,53.669998,50.137009,1453600
2019-07-30,52.650002,53.250000,52.480000,53.150002,49.651241,3365900
2019-07-31,52.599998,52.630001,51.560001,51.740002,48.334057,3663000
2019-08-01,51.270000,51.630001,50.439999,50.930000,47.577377,2811200
2019-08-02,50.360001,50.470001,49.180000,49.389999,46.138752,4046100
2019-08-05,49.090000,49.349998,48.919998,49.139999,45.905209,3653400
2019-08-06,49.230000,49.340000,48.610001,48.970001,45.746395,2437500
2019-08-07,48.209999,49.049999,47.910000,48.759998,45.550224,1306500
2019-08-08,48.900002,49.349998,48.730000,49.320000,46.073357,1211000
2019-08-09,48.950001,49.029999,48.580002,48.790001,45.578247,1031900
2019-08-12,48.490002,48.669998,48.389999,48.630001,45.428780,1794900
2019-08-13,48.849998,49.939999,48.730000,49.430000,46.176117,5128800
2019-08-14,48.509998,48.790001,48.320000,48.320000,45.139187,4206100
2019-08-15,48.000000,48.439999,47.860001,48.049999,44.886959,1351600
2019-08-16,47.770000,48.230000,47.700001,48.009998,44.849594,1519600
2019-08-19,48.880001,49.080002,48.730000,48.910000,45.690350,1878200
2019-08-20,48.450001,48.639999,48.110001,48.570000,45.372730,1678700
2019-08-21,49.360001,49.410000,49.040001,49.119999,45.886524,988100
2019-08-22,49.369999,49.410000,48.799999,48.970001,45.746395,866800
2019-08-23,48.630001,49.000000,48.000000,48.119999,44.952354,1535100
2019-08-26,48.889999,48.980000,48.419998,48.520000,45.326023,1414500
2019-08-27,48.980000,49.139999,48.439999,48.730000,45.522198,1163300
2019-08-28,48.779999,49.259998,48.599998,49.099998,45.867840,1062100
2019-08-29,49.799999,49.880001,49.520000,49.529999,46.269535,1119300
2019-08-30,50.250000,50.259998,49.549999,49.919998,46.633862,1398200
2019-09-03,48.810001,49.389999,48.740002,49.290001,46.045334,3011500
2019-09-04,49.840000,50.080002,49.750000,49.919998,46.633862,1083700
2019-09-05,50.799999,51.029999,50.400002,50.410000,47.091610,1614000
2019-09-06,50.349998,50.660000,50.169998,50.520000,47.194370,1131000
2019-09-09,50.939999,51.279999,50.860001,50.919998,47.568031,1639400
2019-09-10,52.139999,52.450001,51.709999,51.869999,48.455498,1869700
2019-09-11,52.009998,52.270000,51.310001,51.439999,48.053799,1254200
2019-09-12,50.980000,51.779999,50.790001,51.700001,48.296692,1099600
2019-09-13,51.889999,51.939999,51.410000,51.849998,48.436813,1314100
2019-09-16,52.880001,53.320000,52.570000,52.639999,49.174812,2592200
2019-09-17,53.740002,53.779999,52.369999,52.820000,49.342960,3060500
2019-09-18,52.930000,53.340000,52.580002,52.830002,49.352306,1295400
2019-09-19,53.549999,53.560001,52.470001,52.860001,49.380329,1240300
2019-09-20,54.029999,54.480000,53.840000,53.840000,50.295815,2658100
2019-09-23,53.360001,54.049999,53.270000,53.669998,50.137009,1794500
2019-09-24,53.450001,53.500000,51.900002,51.939999,48.520885,2780100
2019-09-25,50.799999,51.009998,50.490002,50.790001,48.113277,2784200
2019-09-26,51.080002,51.880001,50.930000,51.689999,48.965847,3382900
2019-09-27,51.689999,52.160000,51.610001,51.860001,49.126888,4425400
2019-09-30,51.959999,52.290001,51.869999,52.000000,49.259510,4659500
2019-10-01,52.259998,52.360001,51.389999,51.500000,48.785858,12697000
2019-10-02,50.520000,50.599998,49.759998,49.970001,47.336494,3987400
2019-10-03,49.180000,49.709999,48.810001,49.430000,46.824955,4682100
2019-10-04,49.500000,49.580002,48.770000,48.860001,46.284992,6326300
2019-10-07,49.400002,49.790001,48.990002,49.060001,46.474457,4262800
2019-10-08,48.820000,49.099998,48.540001,48.540001,45.981861,2849300
2019-10-09,49.230000,49.389999,49.020000,49.090000,46.502872,2458900
2019-10-10,49.630001,50.130001,49.520000,49.840000,47.213345,2454300
2019-10-11,51.090000,51.299999,50.889999,50.990002,48.302742,2388900
2019-10-14,50.349998,50.779999,50.259998,50.650002,47.980656,1788300
2019-10-15,50.990002,51.500000,50.930000,51.029999,48.340626,1582200
2019-10-16,51.080002,51.459999,51.080002,51.099998,48.406940,1202500
2019-10-17,51.610001,51.669998,51.220001,51.520000,48.804806,1301000
2019-10-18,51.770000,51.869999,51.459999,51.470001,48.757442,1053100
2019-10-21,51.939999,52.099998,51.770000,52.009998,49.268982,867300
2019-10-22,52.299999,52.730000,52.040001,52.369999,49.610008,938200
2019-10-23,52.450001,52.869999,52.299999,52.869999,50.083656,773100
2019-10-24,53.070000,53.080002,52.320000,52.419998,49.657372,834400
2019-10-25,52.480000,52.959999,52.400002,52.759998,49.979454,1097600
2019-10-28,53.119999,53.230000,52.869999,52.869999,50.083656,1409600
2019-10-29,52.590000,53.270000,52.549999,52.680000,49.903671,1832000
2019-10-30,52.880001,53.029999,52.080002,52.650002,49.875256,2035400
2019-10-31,52.639999,52.869999,52.130001,52.630001,49.856312,2335400
2019-11-01,52.930000,53.430000,52.930000,53.220001,50.415211,2739800
2019-11-04,54.189999,54.419998,54.000000,54.049999,51.201469,2965900
2019-11-05,54.750000,54.820000,54.500000,54.799999,51.911942,2062900
2019-11-06,54.619999,54.910000,54.139999,54.290001,51.428825,2371400
2019-11-07,54.810001,54.930000,54.529999,54.889999,51.997200,1083600
2019-11-08,54.250000,54.810001,53.970001,54.799999,51.911942,1575200
2019-11-11,54.380001,54.759998,54.299999,54.529999,51.656174,1115700
2019-11-12,54.540001,54.700001,54.090000,54.150002,51.296204,1096000
2019-11-13,54.099998,54.430000,54.040001,54.299999,51.438293,1171400
2019-11-14,54.220001,54.330002,54.020000,54.270000,51.409878,875900
2019-11-15,54.189999,54.630001,54.189999,54.389999,51.523552,1096500
2019-11-18,54.290001,54.369999,54.080002,54.369999,51.504608,1067500
2019-11-19,54.400002,54.439999,53.660000,53.660000,50.832024,1803400
2019-11-20,53.610001,54.180000,53.430000,53.779999,50.945698,2820900
2019-11-21,54.139999,54.439999,53.939999,54.259998,51.400402,2317900
2019-11-22,54.480000,54.580002,54.060001,54.290001,51.428825,646500
2019-11-25,53.950001,54.119999,53.779999,53.790001,50.955173,1121300
2019-11-26,53.450001,53.480000,53.009998,53.160000,50.358376,2382900
2019-11-27,52.980000,53.110001,52.700001,52.880001,50.093132,2213000
2019-11-29,52.520000,52.650002,52.410000,52.540001,49.771053,515200
2019-12-02,52.360001,52.520000,52.110001,52.209999,49.458439,1513400
2019-12-03,51.619999,52.040001,51.290001,51.830002,49.098469,1385800
2019-12-04,52.160000,52.470001,52.080002,52.290001,49.534225,1758700
2019-12-05,52.790001,52.810001,52.279999,52.290001,49.534225,1256400
2019-12-06,52.669998,53.160000,52.669998,52.980000,50.187862,1293500
2019-12-09,52.810001,53.040001,52.529999,52.630001,49.856312,1077300
2019-12-10,52.630001,52.889999,52.459999,52.540001,49.771053,1833300
2019-12-11,52.660000,52.889999,52.459999,52.680000,49.903671,1085000
2019-12-12,52.759998,53.360001,52.730000,53.130001,50.329956,1167500
2019-12-13,53.500000,53.779999,52.959999,52.959999,50.168915,1538900
2019-12-16,53.910000,53.990002,53.689999,53.700001,50.869919,1755200
2019-12-17,54.459999,54.599998,54.090000,54.230000,51.371983,1168500
2019-12-18,54.310001,54.340000,53.980000,54.299999,51.438293,1673000
2019-12-19,54.330002,54.560001,54.240002,54.410000,51.542496,1615300
2019-12-20,54.590000,54.630001,54.240002,54.369999,51.504608,2364900
2019-12-23,54.430000,55.040001,54.389999,55.040001,52.139297,2000100
2019-12-24,54.810001,55.000000,54.759998,54.779999,51.892994,464300
2019-12-26,54.869999,55.270000,54.869999,55.110001,52.205612,646600
2019-12-27,55.150002,55.220001,54.980000,54.980000,52.082455,1019300
2019-12-30,55.320000,55.400002,55.090000,55.090000,52.186661,1414200
2019-12-31,55.099998,55.310001,54.980000,55.299999,52.385590,565800
2020-01-02,55.139999,55.279999,54.830002,55.270000,53.061462,1166500
2020-01-03,55.270000,55.720001,55.220001,55.470001,53.253471,1519000
2020-01-06,56.730000,56.910000,56.169998,56.509998,54.251911,3516900
2020-01-07,56.310001,56.330002,55.700001,56.189999,53.944698,2463000
2020-01-08,55.939999,56.099998,55.610001,55.849998,53.618282,2831400
2020-01-09,55.590000,56.040001,55.250000,55.880001,53.647091,2293500
2020-01-10,55.560001,55.630001,55.270000,55.459999,53.243870,3621700
2020-01-13,55.000000,55.450001,54.799999,55.400002,53.186268,3270400
2020-01-14,54.799999,54.860001,54.520000,54.689999,52.504639,1864800
2020-01-15,54.020000,54.360001,53.959999,54.119999,51.957417,1636500
2020-01-16,54.470001,54.500000,54.169998,54.299999,52.130222,1091400
2020-01-17,54.000000,54.169998,53.669998,54.009998,51.851807,1500000
2020-01-21,53.509998,53.619999,53.139999,53.150002,51.026180,2023900
2020-01-22,53.040001,53.070000,52.770000,52.900002,50.786167,1709900
